0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.0,3.0,0.0095449328748654,-41.23960934429681,0.0360462350166823,123.81520828296048,160.7160716071607
100.0,3.0,3.0,0.0152414157214887,191.32780171834537,0.0100198938759081,288.8436609480059,247.024702470247
100.0,4.0,3.0,0.005064436323568,-26.410205717119226,0.015155959308119,266.7703432574807,339.033903390339
100.0,4.0,4.0,0.0020176265910489,-310.0655782716353,0.0060836255190256,530.5775097542067,712.0712071207121
100.0,4.0,5.0,0.0011704605658597,-962.8550831731858,0.0077176264580365,787.4503698901651,1031.6031603160316
100.0,5.0,3.0,0.0016779314134757,-674.4565133247389,0.0134521197230893,369.0619029901114,523.5523552355235
100.0,6.0,3.0,0.0017827543820971,1049.9491213096496,0.0008410853738314,2278.735374580186,1385.4385438543854
100.0,7.0,3.0,0.0006463363874021666,-1533.9413724126252,0.0016721060483733058,1118.603545935118,1687.3687368736873
1000.0,3.0,3.0,0.0089653739090181,95.99750397291356,0.017736036177852,271.5260582628847,310.03100310031
1000.0,4.0,4.0,0.0015758872900229,-6.244607998942436,0.0036142390667895,810.3608766677112,1040.10401040104
